ID	TOKENS	PROTOFORM	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
743	d r ɛ n ʧ	*drankiz	drɛnʧ	drench	204	English				drench	*drankiz	59
1996	d r e n ċ	*drankiz	drɛnʧ	drenċ	204	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			drench	*drankiz	59
742	t r a ŋ k	*drankiz	traŋk	Trank	204	German				drench	*drankiz	59
22	d r ɪ ŋ k ə	*drinkăną	drɪŋkə	drinken	6	Dutch				drink	*drinkăną	60
21	d r ɪ ŋ k	*drinkăną	drɪŋk	drink	6	English				drink	*drinkăną	60
1997	d r i n c a n	*drinkăną	drɪŋk	drincan	6	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			drink	*drinkăną	60
20	t r ɪ ŋ k ə n	*drinkăną	trɪŋkən	trinken	6	German				drink	*drinkăną	60
1243	d r ɛɪ v ə	*drībăną	drɛɪvə	drijven	341	Dutch				drive	*drībăną	61
1242	d r aɪ v	*drībăną	draɪv	drive	341	English				drive	*drībăną	61
1998	d r ī f a n	*drībăną	draɪv	drīfan	341	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			drive	*drībăną	61
1241	t r ai b ə n	*drībăną	traibən	treiben	341	German				drive	*drībăną	61
89	aː r d ə	*erθōn	aːrdə	aarde	25	Dutch				earth	*erθōn	62
88	ɜː θ	*erθōn	ɜːθ	earth	25	English				earth	*erθōn	62
1999	e o r þ e	*erθōn	eo̯rˠðe	eorþe	25	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			earth	*erθōn	62
87	eː r d ə	*erθōn	eːrdə	Erde	25	German				earth	*erθōn	62
1333	eː t ə	*etăną	eːtə	eten	365	Dutch				eat	*etăną	63
1332	iː t	*etăną	iːt	eat	365	English				eat	*etăną	63
2000	e t a n	*etăną	iːt	etan	365	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			eat	*etăną	63
1331	ɛ s ə n	*etăną	ɛsən	essen	365	German				eat	*etăną	63
775	aː l	*ēlăz	aːl	aal	212	Dutch				eel	*ēlăz	64
774	iː l	*ēlăz	iːl	eel	212	English				eel	*ēlăz	64
2001	ǣ l	*ēlăz	iːl	ǣl	212	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			eel	*ēlăz	64
773	aː l	*ēlăz	aːl	Aal	212	German				eel	*ēlăz	64
250	v ɑ l ə	*fallăną	vɑlə	vallen	69	Dutch				fall	*fallăną	65
249	f ɔː l	*fallăną	fɔːl	fall	69	English				fall	*fallăną	65
2002	f e a l l a n	*fallăną	fɔːl	feallan	69	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fall	*fallăną	65
248	f a l ə n	*fallăną	falən	fallen	69	German				fall	*fallăną	65
205	v aː r ə	*farăną	vaːrə	varen	57	Dutch				fare	*farăną	66
204	f ɛə	*farăną	fɛə	fare	57	English				fare	*farăną	66
2003	f æ r a n	*farăną	fɛə	færan	57	Old_English	OE target: fær→færan (inf. of str.v. class VI 'to fare, go')			fare	*farăną	66
203	f aː r ə n	*farăną	faːrən	fahren	57	German				fare	*farăną	66
1317	v ɑ s t ə	*fastēną	vɑstə	vasten	361	Dutch				fast	*fastēną	67
1316	f ɑː s t	*fastēną	fɑːst	fast	361	English				fast	*fastēną	67
2004	f e s t a n	*fastjăną	fɑstiɑn	festan	361	Old_English	R/T: "festan 'to fix, to fasten' < *fæstjan" (Class I weak); "acquired stative meaning ['to fast'] by lexical confusion" with *fastēn-. OE fæstan has æ from analogy with adj. fæst.			fast	*fastjăną	67
1315	f a s t ə n	*fastēną	fastən	fasten	361	German				fast	*fastēną	67
912	v aː d ə r	*fadēr	vaːdər	vader	250	Dutch				father	*fadēr	68
911	f ɑː ð ə	*fadēr	fɑːðə	father	250	English				father	*fadēr	68
2005	ˈ f æ d e r	*fadēr	ˈfæder	fæder	250	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12)			father	*fadēr	68
910	f aː t ə r	*fadēr	faːtər	Vater	250	German				father	*fadēr	68
118	v eː	*fexu	veː	vee	33	Dutch				fee	*fexu	69
117	f iː	*fexu	fiː	fee	33	English				fee	*fexu	69
2006	f e o h	*fexu	fiː	feoh	33	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fee	*fexu	69
116	v iː	*fexu	viː	Vieh	33	German				fee	*fexu	69
1801	v ɛ l	*fellą	vɛl	vel	493	Dutch				fell	*fellą	70
1800	f ɛ l	*fellą	fɛl	fell	493	English				fell	*fellą	70
2007	f e l l	*fellą	fɛl	fell	493	Old_English	Kroonen *fella- n. 'skin/hide' > OE fell; cf. Dutch vel, German Fell			fell	*fellą	70
1799	f ɛ l	*fellą	fɛl	Fell	493	German				fell	*fellą	70
464	v aː r ə	*farnăz	vaːrə	varen	127	Dutch				fern	*farnăz	71
463	f ɜː n	*farnăz	fɜːn	fern	127	English				fern	*farnăz	71
2008	f e a r n	*farnăz	fɜːn	fearn	127	Old_English	Proto: oblique *farnăn→*farnăz (m. a-stem nom.sg.; Kroonen)			fern	*farnăz	71
462	f a r n	*farnăz	farn	Farn	127	German				fern	*farnăz	71
700	v ɛ l t	*felθuz	vɛlt	veld	192	Dutch				field	*felθuz	72
699	f iː l d	*felθuz	fiːld	field	192	English				field	*felθuz	72
2009	f e l d	*felθuz	fiːld	feld	192	Old_English	R/T §5.1.3 p.171: *felþu-/*feldu- may reflect Verner's alternation or regular PWGmc *lþ→*ld; either gives OE feld			field	*felθuz	72
698	f ɛ l t	*felθuz	fɛlt	Feld	192	German				field	*felθuz	72
160	v ɛ x t ə	*fextăną	vɛxtə	vechten	45	Dutch				fight	*fextăną	73
159	f aɪ t	*fextăną	faɪt	fight	45	English				fight	*fextăną	73
2010	f e o h t a n	*fextăną	faɪt	feohtan	45	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fight	*fextăną	73
158	f ɛ x t ə n	*fextăną	fɛxtən	fechten	45	German				fight	*fextăną	73
1762	v ɪ n d ə	*finþăną	vɪndə	vinden	482	Dutch				find	*finþăną	74
1761	f aɪ n d	*finþăną	faɪnd	find	482	English				find	*finþăną	74
2011	f i n d a n	*finþăną	faɪnd	findan	482	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			find	*finþăną	74
1760	f ɪ n d ə n	*finþăną	fɪndən	finden	482	German				find	*finþăną	74
1702	v ɪ ŋ ə r	*fingrăz	vɪŋər	vinger	466	Dutch				finger	*fingrăz	75
1701	f ɪ ŋ ɡ ə	*fingrăz	fɪŋɡə	finger	466	English				finger	*fingrăz	75
2012	f i n g e r	*fingrăz	fɪŋɡə	finger	466	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			finger	*fingrăz	75
1700	f ɪ ŋ ə r	*fingrăz	fɪŋər	Finger	466	German				finger	*fingrăz	75
1588	v yː r	*fūri	vyːr	vuur	435	Dutch				fire	*fūri	76
1587	f aɪ ə	*fūri	faɪə	fire	435	English				fire	*fūri	76
2013	f ȳ r e	*fūri	fyːre	fȳre	435	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh) | Note: using dat.sg. *fūri (> fȳre)			fire	*fūri	76
1586	f ɔy ə r	*fūri	fɔyər	Feuer	435	German				fire	*fūri	76
1262	v ɪ s	*fiskăz	vɪs	vis	346	Dutch				fish	*fiskăz	77
1261	f ɪ ʃ	*fiskăz	fɪʃ	fish	346	English				fish	*fiskăz	77
2014	f i s ċ	*fiskăz	fiʃ	fisċ	346	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fish	*fiskăz	77
1260	f ɪ ʃ	*fiskăz	fɪʃ	Fisch	346	German				fish	*fiskăz	77
1830	v œy s t	*funxwstiz	vœyst	vuist	501	Dutch				fist	*funxwstiz	78
1829	f ɪ s t	*funxwstiz	fɪst	fist	501	English				fist	*funxwstiz	78
2015	f ȳ s t	*funxwstiz	fɪst	fȳst	501	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fist	*funxwstiz	78
1828	f au s t	*funxwstiz	faust	Faust	501	German				fist	*funxwstiz	78
50	f l ɑː s k	*flaskō	flɑːsk	flask	14	English				flask	*flaskō	336
2016	f l a s c e	*flaskōn	flɑːsk	flasce	14	Old_English	Proto corrected: weak fem. ōn-stem *flaskōn (Orel *flaskò(n) sb.f.; Kroonen *flaskǭ). TSV had *flaskō (strong ō-stem, no final vowel after heavy syllable). A-restoration trigger fix: *ǭ (nasalized, from *-ōn) now triggers A-restoration, preserving root *a before medial *sk.			flask	*flaskōn	336
49	f l a ʃ ə	*flaskō	flaʃə	Flasche	14	German				flask	*flaskō	336
1811	v l ɑ s	*flaxsą	vlɑs	vlas	496	Dutch				flax	*flaxsą	79
1810	f l æ k s	*flaxsą	flæks	flax	496	English				flax	*flaxsą	79
2017	f l e a x	*flaxsą	flæks	fleax	496	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flax	*flaxsą	79
1809	f l a k s	*flaxsą	flaks	Flachs	496	German				flax	*flaxsą	79
973	v l oː	*flauxz	vloː	vlo	267	Dutch				flea	*flauxz	80
972	f l iː	*flauxz	fliː	flea	267	English				flea	*flauxz	80
2018	f l ē a h	*flauxz	fliː	flēah	267	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flea	*flauxz	80
971	f l oː	*flauxz	floː	Floh	267	German				flea	*flauxz	80
1228	v l iː d ə	*fleuxăną	vliːdə	vlieden	337	Dutch	IR			flee	*fleuxăną	81
1227	f l iː	*fleuxăną	fliː	flee	337	English				flee	*fleuxăną	81
2019	f l ē o n	*fleuxăną	fliː	flēon	337	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flee	*fleuxăną	81
1226	f l iː ə n	*fleuxăną	fliːən	fliehen	337	German				flee	*fleuxăną	81
1029	v l eː s	*flaiskăz	vleːs	vlees	282	Dutch				flesh	*flaiskăz	82
1028	f l ɛ ʃ	*flaiskăz	flɛʃ	flesh	282	English				flesh	*flaiskăz	82
2020	f l ǣ s ċ	*flaiskăz	flɛʃ	flǣsċ	282	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flesh	*flaiskăz	82
1027	f l ai ʃ	*flaiskăz	flaiʃ	Fleisch	282	German				flesh	*flaiskăz	82
1412	v l uː t	*flōduz	vluːt	vloed	386	Dutch				flood	*flōduz	83
1411	f l ʌ d	*flōduz	flʌd	flood	386	English				flood	*flōduz	83
2021	f l ō d	*flōduz	flʌd	flōd	386	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flood	*flōduz	83
1410	f l uː t	*flōduz	fluːt	Flut	386	German				flood	*flōduz	83
1110	v l iː ɣ ə	*fleugăną	vliːɣə	vliegen	304	Dutch				fly	*fleugăną	84
1109	f l aɪ	*fleugăną	flaɪ	fly	304	English				fly	*fleugăną	84
2022	f l ē o g a n	*fleugăną	flaɪ	flēogan	304	Old_English	R/T 10088: PGmc *fleugaṇ > OE flēogan; flȳġe is derived form			fly	*fleugăną	84
1108	f l iː ɡ ə n	*fleugăną	fliːɡən	fliegen	304	German				fly	*fleugăną	84
1449	f əʊ l	*fulô	fəʊl	foal	396	English				foal	*fulô	337
2023	f o l a	*fulô	fəʊl	fola	396	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			foal	*fulô	337
1448	f oː l ə n	*fulô	foːlən	Fohlen	396	German				foal	*fulô	337
888	v uː r	*fōdrą	vuːr	voer	244	Dutch				fodder	*fōdrą	85
887	f ɔ d ə	*fōdrą	fɔdə	fodder	244	English				fodder	*fōdrą	85
2024	f ō d o r	*fōdrą	fɔdə	fōdor	244	Old_English	Source: Wiktionary etymology (Wiktionary etymology bullet (fodder → Old English fōdor))			fodder	*fōdrą	85
886	f ʊ t ə r	*fōdrą	fʊtər	Futter	244	German				fodder	*fōdrą	85
445	v ɑu ʋ	*falθăną	vɑuʋ	vouw	122	Dutch	NC			fold	*falθăną	86
444	f əʊ l d	*falθăną	fəʊld	fold	122	English				fold	*falθăną	86
2025	f e a l d a n	*falθăną	fəʊld	fealdan	122	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fold	*falθăną	86
443	f a l t ə n	*falθăną	faltən	falten	122	German				fold	*falθăną	86
779	v ɔ l k	*fulką	vɔlk	volk	213	Dutch				folk	*fulką	87
778	f əʊ k	*fulką	fəʊk	folk	213	English				folk	*fulką	87
2026	f o l c	*fulką	fəʊk	folc	213	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			folk	*fulką	87
777	f ɔ l k	*fulką	fɔlk	Volk	213	German				folk	*fulką	87
1887	v ɔ l ɣ ə	*fulgēną	vɔlɣə	volgen	517	Dutch				follow	*fulgēną	88
1886	f ɔ l əʊ	*fulgēną	fɔləʊ	follow	517	English				follow	*fulgēną	88
2027	f y l ġ a n	*fulgjăną	fɔləʊ	fylġan	517	Old_English	Kroonen s.v. *fulgēn-: "OE fylg(e)an continue *fulgjan-"; R/T §2.3.1: "class I weak OE fylgan". WS folgian is Class II from *fulgēn-.			follow	*fulgjăną	88
1885	f ɔ l ɡ ə n	*fulgēną	fɔlɡən	folgen	517	German				follow	*fulgēną	88
1393	v ə r l iː z ə	*leusăną	vərliːzə	verliezen	381	Dutch				forlorn	*leusăną	89
1392	f ə l ɔː n	*leusăną	fəlɔːn	forlorn	381	English				forlorn	*leusăną	89
2028	l ē o s a n	*leusăną	leːosɑn	lēosan	381	Old_English	TSV fix: was forloren (prefixed past participle for-lēosan); changed to lēosan (bare infinitive matching proto *leusăną, Kroonen *leusan-). Du verliezen / G verlieren are also prefixed forms of this verb.			forlorn	*leusăną	89
1391	f ɛ r l iː r ə n	( f ɛ r ) l iː r ə n ( - - )	fɛrliːrən	verlieren	381	German				forlorn	*leusăną	89
363	v iː r	*fedwōrez	viːr	vier	100	Dutch				four	*fedwōrez	90
362	f ɔː	*fedwōrez	fɔː	four	100	English				four	*fedwōrez	90
2029	f ē o w e r	*fedwōrez	ˈfeːo̯.wer	fēower	100	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			four	*fedwōrez	90
361	f iː r	*fedwōrez	fiːr	vier	100	German				four	*fedwōrez	90
1834	v oː ɣ ə l	*fuglăz	voːɣəl	vogel	502	Dutch				fowl	*fuglăz	91
1833	f aʊ l	*fuglăz	faʊl	fowl	502	English				fowl	*fuglăz	91
2030	f u g o l	*fuglăz	faʊl	fugol	502	Old_English	R/T §2.3.1 p.33: *fuglaz > OE fugol; u retained near labial f (exception to u-lowering, cf. Luick 1914-40: 105-6)			fowl	*fuglăz	91
1832	f oː ɡ ə l	*fuglăz	foːɡəl	Vogel	502	German				fowl	*fuglăz	91
342	v ɔ s	*fuxsăz	vɔs	vos	94	Dutch				fox	*fuxsăz	92
341	f ɔ k s	*fuxsăz	fɔks	fox	94	English				fox	*fuxsăz	92
2031	f o x	*fuxsăz	fɔks	fox	94	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fox	*fuxsăz	92
340	f ʊ k s	*fuxsăz	fʊks	Fuchs	94	German				fox	*fuxsăz	92
926	v r iː z ə	*freusăną	vriːzə	vriezen	254	Dutch				freeze	*freusăną	93
925	f r iː z	*freusăną	friːz	freeze	254	English				freeze	*freusăną	93
2032	f r ē o s a n	*freusăną	friːz	frēosan	254	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			freeze	*freusăną	93
924	f r iː r ə n	*freusăną	friːrən	frieren	254	German				freeze	*freusăną	93
1692	v r iː n t	*frijōndz	vriːnt	vriend	463	Dutch				friend	*frijōndz	94
1691	f r ɛ n d	*frijōndz	frɛnd	friend	463	English				friend	*frijōndz	94
2033	f r ē o n d	*frijōndz	frɛnd	frēond	463	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			friend	*frijōndz	94
1690	f r ɔy n t	*frijōndz	frɔynt	Freund	463	German				friend	*frijōndz	94
1482	f r aɪ t	*furxtiθō	fraɪt	fright	406	English	TSV fix: proto *furxtīn → *furxtiθō (PGmc *iþō-abstract from adj. *furhta-; R/T line 21553)			fright	*furxtiθō	338
2034	f y r h t u	*furxtiθō	fyrxtu	fyrhtu	406	Old_English	TSV fix: proto *furxtīn → *furxtiθō, target fryhtu → fyrhtu. PGmc *furhtiþō (*iþō-abstract, R/T §6.8) → fyrhtu by i-umlaut + medial syncope + dental assimilation + ō-shortening. Non-metathesized form (Campbell §459: r-metathesis is sporadic). See docs/analysis/fryhtu_investigation.md			fright	*furxtiθō	338
1481	f ʊ r x t	*furxtiθō	fʊrxt	Furcht	406	German	TSV fix: proto *furxtīn → *furxtiθō (PGmc *iþō-abstract; OHG forhta < ō-stem *furhtō- but proto unified to *furhtiþō for cognate set)			fright	*furxtiθō	338
456	v ɔ r s t	*frustą	vɔrst	vorst	125	Dutch				frost	*frustą	95
455	f r ɔ s t	*frustą	frɔst	frost	125	English				frost	*frustą	95
2035	f o r s t	*frustą	frɔst	forst	125	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			frost	*frustą	95
454	f r ɔ s t	*frustą	frɔst	Frost	125	German				frost	*frustą	95
956	v oː r	*furx	voːr	voor	262	Dutch				furrow	*furx	96
955	f ʌ r əʊ	*furx	fʌrəʊ	furrow	262	English				furrow	*furx	96
2036	f u r h	*furx	fʌrəʊ	furh	262	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			furrow	*furx	96
954	f ʊ r x ə	*furx	fʊrxə	Furche	262	German				furrow	*furx	96
748	x ɑ l	*gallą	xɑl	gal	205	Dutch				gall	*gallą	97
747	ɡ ɔː l	*gallą	ɡɔːl	gall	205	English				gall	*gallą	97
2037	ġ e a l l a	*gallô	ɡɔːl	ġealla	205	Old_English	Proto corrected: weak masc. n-stem *gallô (Kroonen 2013 s.v. *gallōn-, nom.sg. *gallô). OE ġealla is weak masc. TSV had *gallą (strong neut.); cognate set 205 includes German Galle (fem.) — different declension class.			gall	*gallô	97
746	ɡ a l ə	*gallą	ɡalə	Galle	205	German				gall	*gallą	97
201	x ɑ ŋ	*gangăz	xɑŋ	gang	56	Dutch				gang	*gangăz	98
200	ɡ æ ŋ	*gangăz	ɡæŋ	gang	56	English				gang	*gangăz	98
2038	g a n g	*gangăz	ɡæŋ	gang	56	Old_English	PGmc *gangaz is a-stem noun > OE gang; cf. Dutch gang, German Gang			gang	*gangăz	98
199	ɡ a ŋ	*gangăz	ɡaŋ	Gang	56	German				gang	*gangăz	98
18	ɡ əʊ s t	*gaistăz	ɡəʊst	ghost	5	English				ghost	*gaistăz	339
2039	g ā s t	*gaistăz	ɡəʊst	gāst	5	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			ghost	*gaistăz	339
17	ɡ ai s t	*gaistăz	ɡaist	Geist	5	German				ghost	*gaistăz	339
621	x ɪ f t	*geftiz	xɪft	gift	171	Dutch				gift	*geftiz	99
620	ɡ ɪ f t	*geftiz	ɡɪft	gift	171	English				gift	*geftiz	99
2040	ġ i f t	*geftiz	ɡɪft	ġift	171	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			gift	*geftiz	99
619	ɡ ɪ f t	*geftiz	ɡɪft	Gift	171	German				gift	*geftiz	99
752	x eː v ə	*gebăną	xeːvə	geven	206	Dutch				give	*gebăną	100
751	ɡ ɪ v	*gebăną	ɡɪv	give	206	English				give	*gebăną	100
2041	ġ i e f a n	*gebăną	ɡɪv	ġiefan	206	Old_English	TSV: giefan → ġiefan; WS palatalized initial (R/T §6.4.1 rule 1: g before front vowel)			give	*gebăną	100
750	ɡ eː b ə n	*gebăną	ɡeːbən	geben	206	German				give	*gebăną	100
1876	x ɔ t	*gud	xɔt	god	514	Dutch				god	*gud	101
1875	ɡ ɔ d	*gud	ɡɔd	god	514	English				god	*gud	101
2042	g o d	*gud	ɡɔd	god	514	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			god	*gud	101
1874	ɡ ɔ t	*gud	ɡɔt	Gott	514	German				god	*gud	101
1089	x ɑu t	*gulθą	xɑut	goud	298	Dutch				gold	*gulθą	102
1088	ɡ əʊ l d	*gulθą	ɡəʊld	gold	298	English				gold	*gulθą	102
2043	g o l d	*gulθą	ɡəʊld	gold	298	Old_English	R/T §5.1.3 p.171: *gulþa-/*gulda- may reflect Verner's alternation or regular PWGmc *lþ→*ld; either gives OE gold			gold	*gulθą	102
1087	ɡ ɔ l t	*gulθą	ɡɔlt	Gold	298	German				gold	*gulθą	102
1294	x ɑ n s	*gansz	xɑns	gans	355	Dutch				goose	*gansz	103
1293	ɡ uː s	*gansz	ɡuːs	goose	355	English				goose	*gansz	103
2044	g ō s	*gansz	ɡuːs	gōs	355	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			goose	*gansz	103
1292	ɡ a n s	*gansz	ɡans	Gans	355	German				goose	*gansz	103
791	x r ɑ s	*grasą	xrɑs	gras	216	Dutch				grass	*grasą	104
790	ɡ r ɑː s	*grasą	ɡrɑːs	grass	216	English				grass	*grasą	104
2045	g r æ s	*grasą	ɣærˠs	græs	216	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			grass	*grasą	104
789	ɡ r aː s	*grasą	ɡraːs	Gras	216	German				grass	*grasą	104
134	x r aː v ə	*grabăną	xraːvə	graven	37	Dutch				grave	*grabăną	105
133	ɡ r ɑː v	*grabăną	ɡrɑːv	grave	37	English				grave	*grabăną	105
2046	g r a f a n	*grabaną	ɡrɑːv	grafan	37	Old_English	OE target: græf→græfan (inf. of str.v. class VI 'to dig, grave') | OE target: grafan (not græfan); Hogg §5.3.1, Hall s.v. grafan. Proto encoding: -aną for A-restoration; R/T §6.3.1			grave	*grabaną	105
132	ɡ r aː b ə n	*grabăną	ɡraːbən	graben	37	German				grave	*grabăną	105
243	x r ɛɪ p ə	*grīpăną	xrɛɪpə	grijpen	67	Dutch				gripe	*grīpăną	106
242	ɡ r aɪ p	*grīpăną	ɡraɪp	gripe	67	English				gripe	*grīpăną	106
2047	g r ī p a n	*grīpăną	ɡraɪp	grīpan	67	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			gripe	*grīpăną	106
241	ɡ r ai f ə n	*grīpăną	ɡraifən	greifen	67	German				gripe	*grīpăną	106
100	x r ɔ n t	*grunduz	xrɔnt	grond	28	Dutch				ground	*grunduz	107
99	ɡ r aʊ n d	*grunduz	ɡraʊnd	ground	28	English				ground	*grunduz	107
2048	g r u n d	*grunduz	ɡraʊnd	grund	28	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			ground	*grunduz	107
98	ɡ r ʊ n t	*grunduz	ɡrʊnt	Grund	28	German				ground	*grunduz	107
1616	x ɑ s t	*gastiz	xɑst	gast	443	Dutch				guest	*gastiz	108
1615	ɡ ɛ s t	*gastiz	ɡɛst	guest	443	English				guest	*gastiz	108
2049	ġ i e s t	*gastiz	ɡɛst	ġiest	443	Old_English	R/T vol.2 3857: PGmc *gastiz > WS OE giest			guest	*gastiz	108
1614	ɡ a s t	*gastiz	ɡast	Gast	443	German				guest	*gastiz	108
1005	h aː ɣ ə l	*xaglą	haːɣəl	hagel	275	Dutch				hail	*xaglą	109
1004	h eɪ l	*xaglą	heɪl	hail	275	English				hail	*xaglą	109
2050	h æ ġ l	*xaglą	heɪl	hæġl	275	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hail	*xaglą	109
1003	h aː ɡ ə l	*xaglą	haːɡəl	Hagel	275	German				hail	*xaglą	109
1344	h aː r	*xazwăz	haːr	haar	368	Dutch				hair	*xazwăz	110
1343	h ɛə	*xazwăz	hɛə	hair	368	English				hair	*xazwăz	110
2051	h ǣ r	*xērą	hæːr	hǣr	368	Old_English	Wiktionary: PGmc *hērą > OE hǣr; *xazwăz 'grey' is wrong lexeme			hair	*xērą	110
1342	h aː r	*xazwăz	haːr	Haar	368	German				hair	*xazwăz	110
1783	h ɑ l	*xallō	hɑl	hal	488	Dutch				hall	*xallō	111
1782	h ɔː l	*xallō	hɔːl	hall	488	English				hall	*xallō	111
2052	h e a l l	*xallō	hɔːl	heall	488	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hall	*xallō	111
1781	h a l ə	*xallō	halə	Halle	488	German				hall	*xallō	111
438	h aː m ə r	*xamarăz	haːmər	hamer	120	Dutch				hammer	*xamarăz	112
437	h æ m ə	*xamarăz	hæmə	hammer	120	English				hammer	*xamarăz	112
2053	h a m e r e s	*xamaras	hæmər	hameres	120	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh) | Note: using gen.sg. *xamaras (> hameres). Both hamor and hamer attested; hameres is the regular reflex via a-fronting (R/T §5.1.2, §6.9.6). hamores has unexplained -o- in unstressed syllable (R/T §3.1.5).	 | Note: using gen.sg. *xamaras (> hameres)		hammer	*xamaras	112
436	h a m ə r	*xamarăz	hamər	Hammer	120	German				hammer	*xamarăz	112
394	h ɑ n t	*xanduz	hɑnt	hand	108	Dutch				hand	*xanduz	113
393	h æ n d	*xanduz	hænd	hand	108	English				hand	*xanduz	113
2054	h a n d	*xanduz	hɒnd	hand	108	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hand	*xanduz	113
392	h a n t	*xanduz	hant	Hand	108	German				hand	*xanduz	113
532	h ɑ n d ə l ə	*xandlōjăną	hɑndələ	handelen	145	Dutch				handle	*xandlōjăną	114
531	h æ n d ə l	*xandlōjăną	hændḷ	handle	145	English				handle	*xandlōjăną	114
2055	h a n d l i a n	*xandlōjăną	hɑndliɑn	handlian	145	Old_English	TSV fix: was handle (noun f.); changed to handlian (verb 'to handle' < *handulōną, Kroonen/Wiktionary). Du handelen / G handeln are the verb.			handle	*xandlōjăną	114
530	h a n d ə l n	*xandlōjăną	handəln	handeln	145	German				handle	*xandlōjăną	114
452	h ɑː m	*xarmăz	hɑːm	harm	124	English				harm	*xarmăz	340
2056	h e a r m	*xarmăz	hɑːm	hearm	124	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			harm	*xarmăz	340
451	h a r m	*xarmăz	harm	Harm	124	German				harm	*xarmăz	340
1531	h ɛ r f s t	*xarbistuz	hɛrfst	herfst	419	Dutch				harvest	*xarbistuz	115
1530	h ɑː v ɪ s t	*xarbistuz	hɑːvɪst	harvest	419	English				harvest	*xarbistuz	115
